Country Name,Country Code,Indicator Name,Indicator Code,2000,2005,2010,2015,2016
St. Lucia,LCA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.4,3.0,6.1,7.8,7.8
Latin America & Caribbean,LCN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.4,6.4,6.5,7.1,6.8
Least developed countries: UN classification,LDC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.7,7.2,6.8,6.6,6.6
Low income,LIC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.9,7.5,7.0,6.7,6.7
Sri Lanka,LKA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,28.8,23.1,19.1,14.8,14.6
Lower middle income,LMC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.1,11.9,11.2,10.9,10.8
Low & middle income,LMY,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.6,11.9,10.8,10.1,10.0
Lesotho,LSO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,18.0,18.6,20.1,21.0,21.2
Late-demographic dividend,LTE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,15.0,13.7,12.3,10.9,10.8
Lithuania,LTU,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,50.7,43.9,37.3,34.9,31.9
Luxembourg,LUX,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,16.8,14.3,12.9,14.7,13.5
Latvia,LVA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,34.7,26.7,22.7,21.6,21.2
Morocco,MAR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.9,5.3,3.7,2.9,2.9
Moldova,MDA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,16.4,19.2,20.9,16.4,15.9
Madagascar,MDG,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.7,4.5,4.3,4.0,3.9
Maldives,MDV,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.4,3.3,3.2,2.6,2.3
Middle East & North Africa,MEA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.4,5.3,4.4,3.8,3.9
Mexico,MEX,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.6,4.3,4.6,5.6,5.1
Middle income,MIC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,13.1,12.4,11.3,10.5,10.4
North Macedonia,MKD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.7,7.2,5.9,7.8,7.9
Mali,MLI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.5,4.9,4.8,4.8,4.8
Malta,MLT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.5,5.6,8.0,8.0,7.5
Myanmar,MMR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.3,7.7,7.3,7.6,7.8
Middle East & North Africa (excluding high income),MNA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.6,5.5,4.5,3.9,3.9
Montenegro,MNE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.4,11.4,10.4,10.0,10.3
Mongolia,MNG,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,17.9,17.1,16.6,13.1,13.0
Mozambique,MOZ,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.8,6.7,5.6,4.9,4.9
Mauritania,MRT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.4,3.5,3.9,4.3,4.4
Mauritius,MUS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.1,8.8,8.1,8.5,7.8
Malawi,MWI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.2,4.5,3.8,3.6,3.7
Malaysia,MYS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.3,5.4,5.1,5.4,5.5
North America,NAC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.5,12.0,13.2,14.7,15.0
Namibia,NAM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.9,10.4,10.4,9.0,8.7
Niger,NER,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.6,4.9,4.9,4.7,4.6
Nigeria,NGA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.2,9.6,10.0,9.6,9.5
Nicaragua,NIC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,17.2,14.4,12.5,12.2,12.2
Netherlands,NLD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.8,9.9,10.0,12.5,12.6
Norway,NOR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,13.3,12.7,12.6,12.4,12.2
Nepal,NPL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,15.4,12.5,10.5,9.1,8.8
New Zealand,NZL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.9,13.3,13.0,12.1,12.1
OECD members,OED,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,13.4,13.7,14.0,13.5,13.4
Oman,OMN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.3,3.4,3.7,4.1,3.9
Other small states,OSS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.8,9.7,9.4,9.2,9.2
Pakistan,PAK,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.4,3.5,3.1,2.9,2.9
Panama,PAN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.0,6.3,5.1,3.9,4.3
Peru,PER,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.1,4.6,4.6,4.9,4.9
Philippines,PHL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.5,2.6,3.3,3.2,3.2
Papua New Guinea,PNG,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.1,5.8,5.4,6.0,6.0
Poland,POL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,16.9,17.7,18.6,15.8,16.2
Pre-demographic dividend,PRE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.8,7.4,7.2,7.0,7.0
"Korea, Dem. People?s Rep.",PRK,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.0,10.9,11.9,11.4,11.2
Portugal,PRT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.5,11.1,13.5,13.8,14.0
Paraguay,PRY,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.1,10.1,9.3,9.9,9.5
Pacific island small states,PSS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.2,5.9,5.8,5.6,5.5
Post-demographic dividend,PST,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,16.2,16.2,16.1,15.4,15.3
Qatar,QAT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.4,3.2,6.1,6.5,6.6
Romania,ROU,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,13.2,12.5,14.0,11.6,10.4
Russian Federation,RUS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,52.6,51.6,40.0,32.1,31.0
Rwanda,RWA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,15.6,10.9,7.5,6.8,6.7
South Asia,SAS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,14.9,14.9,13.9,13.7,13.5
Saudi Arabia,SAU,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.8,3.0,3.4,3.2,3.2
Sudan,SDN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.9,8.4,8.0,8.0,8.1
Senegal,SEN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.7,8.1,6.9,6.2,6.0
Singapore,SGP,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.4,11.6,10.0,9.0,9.9
Solomon Islands,SLB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.2,7.6,5.8,4.9,4.7
Sierra Leone,SLE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.1,10.4,9.2,9.3,9.7
El Salvador,SLV,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,13.4,9.9,10.8,14.0,13.7
Somalia,SOM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.7,4.8,4.3,4.7,4.7
Serbia,SRB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,21.0,18.8,15.9,15.0,15.6
Sub-Saharan Africa (excluding high income),SSA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.5,8.0,7.8,7.6,7.5
South Sudan,SSD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.8,4.6,4.1,3.7,3.7
Sub-Saharan Africa,SSF,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.5,8.0,7.8,7.6,7.5
Small states,SST,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.2,9.3,9.2,8.9,9.0
Sao Tome and Principe,STP,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.0,1.8,2.0,2.3,2.3
Suriname,SUR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,23.5,26.5,27.0,23.8,22.8
Slovak Republic,SVK,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,14.4,13.8,13.9,12.8,12.8
Slovenia,SVN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,32.4,27.1,20.7,21.0,18.6
Sweden,SWE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,15.6,16.4,15.3,15.7,14.8
Eswatini,SWZ,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.6,12.0,11.9,13.1,13.3
Seychelles,SYC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.7,9.1,9.4,9.4,9.3
Syrian Arab Republic,SYR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,1.3,1.6,1.9,1.9,1.9
Chad,TCD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.0,8.5,8.7,8.9,8.8
East Asia & Pacific (IDA & IBRD countries),TEA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.1,9.9,9.3,8.4,8.4
Europe & Central Asia (IDA & IBRD countries),TEC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,29.5,28.5,23.3,19.0,18.4
Togo,TGO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.6,9.9,9.5,9.4,9.6
Thailand,THA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,16.2,12.7,14.3,14.6,14.4
Tajikistan,TJK,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.0,2.9,2.5,2.5,2.5
Turkmenistan,TKM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.1,11.7,7.6,7.2,6.7
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.2,6.3,6.4,7.0,6.7
Timor-Leste,TLS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.3,6.2,5.3,4.6,4.6
Middle East & North Africa (IDA & IBRD countries),TMN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.6,5.5,4.5,3.9,3.9
Tonga,TON,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.6,3.4,3.6,3.5,3.5
South Asia (IDA & IBRD),TSA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,14.9,14.9,13.9,13.7,13.5
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.5,8.0,7.8,7.6,7.5
Trinidad and Tobago,TTO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,14.9,12.3,14.5,13.6,13.6
Tunisia,TUN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.5,3.6,3.6,3.4,3.4
Turkey,TUR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.2,7.6,8.4,7.3,7.3
Tanzania,TZA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.9,5.5,5.3,5.4,5.4
Uganda,UGA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.1,10.5,10.5,9.9,9.9
Ukraine,UKR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,36.9,34.5,27.1,23.1,22.4
Upper middle income,UMC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,14.0,12.8,11.4,10.0,9.9
Uruguay,URY,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,17.4,15.3,16.6,19.4,18.4
United States,USA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.3,11.9,13.2,15.0,15.3
Uzbekistan,UZB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.6,5.8,6.0,7.4,7.4
St. Vincent and the Grenadines,VCT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.3,9.9,3.3,2.7,2.4
"Venezuela, RB",VEN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.0,5.9,4.3,3.8,3.7
Vietnam,VNM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.7,6.7,7.0,7.2,7.3
Vanuatu,VUT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.3,5.7,5.1,4.5,4.5
World,WLD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.9,12.3,11.5,10.7,10.6
Samoa,WSM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.3,6.5,5.0,4.5,4.4
"Yemen, Rep.",YEM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.8,8.1,8.8,8.6,8.5
South Africa,ZAF,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.6,11.8,12.2,11.8,11.6
Zambia,ZMB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.1,6.5,6.3,6.1,6.1
Zimbabwe,ZWE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.9,13.9,11.9,10.6,10.7
